feature_key,count
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|4367|PA|64199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|4367|A|64093|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|4367|PA|64093|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|4367|3389|PA|64645|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|4367|3389|A|64459|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|4367|3389|A|64740|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|4367|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1159|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2180|5678|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2180|5678|A|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2180|5678|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2181|5678|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2181|5678|FA|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1159|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|A|64679|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1159|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1159|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1388|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1388|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|A|64683|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|A|64197|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|A|64091|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|PA|64091|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1388|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1388|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|PA|65297|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|147.32.96.45|147.32.84.165|6|56|2048|21|S|5840|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1471|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|PA|64879|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|147.32.96.45|147.32.84.165|6|56|2049|21|S|5840|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1471|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|A|64681|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|A|64195|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|A|64089|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|PA|64089|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1471|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1471|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1747|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1747|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|A|64679|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|A|64193|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|A|64087|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|PA|64087|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1747|3389|PA|64645|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|147.32.96.45|147.32.84.165|6|56|2050|21|S|5840|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|147.32.96.45|147.32.84.165|6|56|2051|21|S|5840|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1747|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1842|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1842|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|A|64677|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|A|64191|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|PA|64085|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|1842|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|1842|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2082|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2082|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|A|64675|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2082|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2082|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2231|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|64867|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|PA|64242|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|A|64140|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2231|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2231|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2362|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2362|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|A|64679|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64242|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64193|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|A|64087|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|PA|64087|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2362|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2362|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2450|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2450|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|A|64675|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|A|64136|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|PA|64083|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2450|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2450|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2765|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2765|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|A|64675|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|A|64189|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64189|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64136|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|PA|64083|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2765|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2765|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2858|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64879|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2858|3389|PA|65173|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|A|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2858|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|A|64689|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|A|64203|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64203|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64150|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|PA|64097|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2858|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|2251|25|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|2306|25|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|2362|25|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|2412|25|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|65.55.88.22|6|128|2413|25|S|64240|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|2858|3389|A|65485|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|2858|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2414|5678|S|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|PA|65297|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3316|3389|PA|65524|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|91.212.135.158|6|128|2414|5678|FA|64240|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|A|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3316|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3316|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|A|64683|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|A|64197|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|PA|64091|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3316|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3316|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|64911|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3610|3389|PA|65199|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|A|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|64891|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|64879|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|64867|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3610|3389|PA|65158|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|A|64681|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|A|64142|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|PA|64089|0|0,2
08:00:27:b5:b7:19|00:1e:49:db:19:c3|90.177.113.3|147.32.84.165|6|117|3610|3389|PA|64645|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3610|RA|0|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3710|SA|65340|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3710|PA|65297|0|0,2
00:1e:49:db:19:c3|08:00:27:b5:b7:19|147.32.84.165|90.177.113.3|6|128|3389|3710|PA|64911|0|0,2
