key,count
"((np.float64(56294136414211.0), np.float64(203050739697615.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(64672.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168296458.0), np.float64(1249763879.0), np.float64(6.0), np.float64(64.0), np.float64(45972.0), np.float64(443.0), np.float64(16.0), np.float64(8633.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(56578.0), np.float64(443.0), np.float64(16.0), np.float64(103.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739936115.0), np.float64(2048.0), np.float64(2211115094.0), np.float64(2211116035.0), np.float64(17.0), np.float64(128.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(56605.0), np.float64(53.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(203178706755348.0), np.float64(2048.0), np.float64(2211115193.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(51113.0), np.float64(5355.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(203178706755348.0), np.float64(2048.0), np.float64(2211115193.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(56203.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739936115.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(2211115094.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(1457.0), np.float64(16.0), np.float64(2933.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769787822.0), np.float64(2048.0), np.float64(2211115109.0), np.float64(3432673248.0), np.float64(6.0), np.float64(64.0), np.float64(51680.0), np.float64(80.0), np.float64(2.0), np.float64(29200.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(1755075033.0), np.float64(6.0), np.float64(64.0), np.float64(49658.0), np.float64(443.0), np.float64(2.0), np.float64(29200.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3438079652.0), np.float64(168298634.0), np.float64(6.0), np.float64(37.0), np.float64(1382.0), np.float64(37558.0), np.float64(16.0), np.float64(2853.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(167746769787822.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(3451508746.0), np.float64(2211115109.0), np.float64(6.0), np.float64(53.0), np.float64(80.0), np.float64(55089.0), np.float64(17.0), np.float64(29.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2915203847.0), np.float64(168296462.0), np.float64(6.0), np.float64(54.0), np.float64(443.0), np.float64(46840.0), np.float64(4.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(1101088686332.0), np.float64(203178706755348.0), np.float64(2048.0), np.float64(2211115193.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(51558.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203950.0), np.float64(2211115095.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(2536.0), np.float64(16.0), np.float64(5950.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495162552.0), np.float64(2048.0), np.float64(2211115078.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(65145.0), np.float64(5355.0)), 0)",1
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(16.0), np.float64(2498.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495164089.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(51190.0), np.float64(5355.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(34177.0), np.float64(443.0), np.float64(16.0), np.float64(2073.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2915203936.0), np.float64(2211115095.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(2684.0), np.float64(16.0), np.float64(1013.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3263481426.0), np.float64(6.0), np.float64(64.0), np.float64(35523.0), np.float64(4070.0), np.float64(24.0), np.float64(1444.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(1101088686332.0), np.float64(132129495139863.0), np.float64(2048.0), np.float64(2211115613.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(57374.0), np.float64(5355.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495154555.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(57728.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739697615.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2211115250.0), np.float64(6.0), np.float64(128.0), np.float64(4495.0), np.float64(50602.0), np.float64(16.0), np.float64(9839.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(24.0), np.float64(321.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(153253288475.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(51030.0), np.float64(5355.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(153253288475.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(61713.0), np.float64(5355.0)), 0)",1
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44475.0), np.float64(16.0), np.float64(339.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1074010018.0), np.float64(168298626.0), np.float64(6.0), np.float64(43.0), np.float64(40019.0), np.float64(52161.0), np.float64(16.0), np.float64(39.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3352565933.0), np.float64(6.0), np.float64(64.0), np.float64(54334.0), np.float64(443.0), np.float64(16.0), np.float64(3624.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(153253288475.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(56710.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739697615.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2211115250.0), np.float64(6.0), np.float64(128.0), np.float64(4494.0), np.float64(50601.0), np.float64(16.0), np.float64(25296.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769787822.0), np.float64(2048.0), np.float64(2211115109.0), np.float64(1255751456.0), np.float64(6.0), np.float64(64.0), np.float64(40917.0), np.float64(80.0), np.float64(16.0), np.float64(229.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(2915177579.0), np.float64(6.0), np.float64(64.0), np.float64(44157.0), np.float64(443.0), np.float64(16.0), np.float64(20534.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495154555.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(60395.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488736212.0), np.float64(6.0), np.float64(64.0), np.float64(33803.0), np.float64(80.0), np.float64(16.0), np.float64(6903.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(401288335.0), np.float64(2211115158.0), np.float64(6.0), np.float64(48.0), np.float64(443.0), np.float64(58978.0), np.float64(24.0), np.float64(33.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495154555.0), np.float64(2048.0), np.float64(2211115825.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(52901.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(2918993754.0), np.float64(168296458.0), np.float64(6.0), np.float64(79.0), np.float64(443.0), np.float64(34332.0), np.float64(24.0), np.float64(29.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(911416504.0), np.float64(2211115158.0), np.float64(6.0), np.float64(34.0), np.float64(443.0), np.float64(59040.0), np.float64(24.0), np.float64(136.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495164089.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(53323.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3322363789.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(26851.0), np.float64(53.0)), 1)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488736212.0), np.float64(6.0), np.float64(64.0), np.float64(33803.0), np.float64(80.0), np.float64(17.0), np.float64(8824.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(2579.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298674.0), np.float64(3322363789.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(28059.0), np.float64(53.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3259243795.0), np.float64(6.0), np.float64(64.0), np.float64(40594.0), np.float64(4070.0), np.float64(16.0), np.float64(2974.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(2935.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739936115.0), np.float64(2048.0), np.float64(2211115094.0), np.float64(3516189986.0), np.float64(6.0), np.float64(128.0), np.float64(1758.0), np.float64(80.0), np.float64(16.0), np.float64(1891.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(2918999067.0), np.float64(2211115095.0), np.float64(6.0), np.float64(76.0), np.float64(443.0), np.float64(26957.0), np.float64(24.0), np.float64(1438.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(153253288475.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(60082.0), np.float64(5355.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(1249724280.0), np.float64(6.0), np.float64(128.0), np.float64(65083.0), np.float64(443.0), np.float64(16.0), np.float64(16459.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1169524758.0), np.float64(168298630.0), np.float64(6.0), np.float64(107.0), np.float64(57191.0), np.float64(33059.0), np.float64(16.0), np.float64(259.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(1101088686332.0), np.float64(153253288475.0), np.float64(2048.0), np.float64(2211115098.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(54931.0), np.float64(5355.0)), 0)",1
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41982.0), np.float64(24.0), np.float64(119.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2918999067.0), np.float64(6.0), np.float64(128.0), np.float64(26908.0), np.float64(443.0), np.float64(24.0), np.float64(16521.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(7424.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2211115095.0), np.float64(6.0), np.float64(128.0), np.float64(22.0), np.float64(42128.0), np.float64(16.0), np.float64(2301.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495139863.0), np.float64(2048.0), np.float64(2211115613.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(56212.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(412910283.0), np.float64(6.0), np.float64(64.0), np.float64(55782.0), np.float64(80.0), np.float64(16.0), np.float64(2567.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3627736037.0), np.float64(6.0), np.float64(64.0), np.float64(40479.0), np.float64(443.0), np.float64(24.0), np.float64(237.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495154555.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(57532.0), np.float64(5355.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(58168.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3516189987.0), np.float64(6.0), np.float64(64.0), np.float64(42190.0), np.float64(443.0), np.float64(16.0), np.float64(960.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(56294136414211.0), np.float64(153253288475.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(49873.0), np.float64(5355.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495154555.0), np.float64(2048.0), np.float64(2211115825.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(63578.0), np.float64(5355.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739697615.0), np.float64(2048.0), np.float64(2211115250.0), np.float64(2637725372.0), np.float64(6.0), np.float64(128.0), np.float64(5589.0), np.float64(443.0), np.float64(16.0), np.float64(64216.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(1249764023.0), np.float64(2211115158.0), np.float64(6.0), np.float64(55.0), np.float64(443.0), np.float64(50632.0), np.float64(16.0), np.float64(341.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(203178706755118.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(58099.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1311694616.0), np.float64(168298730.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(53.0), np.float64(14996.0)), 1)",1
"((np.float64(56294136414211.0), np.float64(1096592900683.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(61527.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298730.0), np.float64(2915189520.0), np.float64(6.0), np.float64(64.0), np.float64(37848.0), np.float64(465.0), np.float64(16.0), np.float64(229.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2915222544.0), np.float64(6.0), np.float64(128.0), np.float64(10816.0), np.float64(993.0), np.float64(24.0), np.float64(16461.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3497393012.0), np.float64(6.0), np.float64(64.0), np.float64(56560.0), np.float64(443.0), np.float64(16.0), np.float64(4311.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(56294136414211.0), np.float64(132129495139863.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(56257.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3627733550.0), np.float64(168298674.0), np.float64(6.0), np.float64(57.0), np.float64(443.0), np.float64(39784.0), np.float64(16.0), np.float64(442.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(34203.0), np.float64(443.0), np.float64(16.0), np.float64(10126.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(203178706755348.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(57877.0), np.float64(5355.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(34203.0), np.float64(443.0), np.float64(16.0), np.float64(18138.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(281474976710655.0), np.float64(203050739705224.0), np.float64(2048.0), np.float64(2211115101.0), np.float64(4294967295.0), np.float64(17.0), np.float64(128.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(63207.0), np.float64(10505.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495164089.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(63279.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488738480.0), np.float64(6.0), np.float64(64.0), np.float64(43504.0), np.float64(80.0), np.float64(16.0), np.float64(1753.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(203178706765605.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(2211115191.0), np.float64(6.0), np.float64(64.0), np.float64(139.0), np.float64(52172.0), np.float64(24.0), np.float64(254.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168296458.0), np.float64(2918993758.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(60667.0), np.float64(50009.0)), 1)",1
"((np.float64(256079677908304.0), np.float64(167746769803311.0), np.float64(2048.0), np.float64(2211115158.0), np.float64(3516189993.0), np.float64(6.0), np.float64(64.0), np.float64(34177.0), np.float64(443.0), np.float64(16.0), np.float64(834.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(256079677908304.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2211116035.0), np.float64(17.0), np.float64(63.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(49788.0), np.float64(53.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298630.0), np.float64(2923362466.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(15685.0), np.float64(2276.0)), 1)",1
"((np.float64(167746769787822.0), np.float64(90520731479020.0), np.float64(2048.0), np.float64(2211115121.0), np.float64(2211115109.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(41530.0), np.float64(24.0), np.float64(23.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298634.0), np.float64(3497393012.0), np.float64(6.0), np.float64(64.0), np.float64(56560.0), np.float64(443.0), np.float64(16.0), np.float64(18929.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(167746769803311.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(391043054.0), np.float64(2211115158.0), np.float64(6.0), np.float64(48.0), np.float64(80.0), np.float64(48024.0), np.float64(16.0), np.float64(520.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(167746769803311.0), np.float64(93042766637506.0), np.float64(2048.0), np.float64(2211115080.0), np.float64(2211115158.0), np.float64(6.0), np.float64(64.0), np.float64(22.0), np.float64(44483.0), np.float64(24.0), np.float64(546.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495164089.0), np.float64(2048.0), np.float64(2211115785.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(51403.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739697615.0), np.float64(203050739702946.0), np.float64(2048.0), np.float64(2211115095.0), np.float64(2211115250.0), np.float64(6.0), np.float64(128.0), np.float64(4494.0), np.float64(50601.0), np.float64(16.0), np.float64(8796.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(56294136414211.0), np.float64(132129495164089.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(58858.0), np.float64(5355.0)), 0)",1
"((np.float64(203050739702946.0), np.float64(256079677908304.0), np.float64(2048.0), np.float64(1145280608.0), np.float64(2211115095.0), np.float64(6.0), np.float64(43.0), np.float64(80.0), np.float64(11485.0), np.float64(17.0), np.float64(51.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(90520731923714.0), np.float64(8796755037282.0), np.float64(2048.0), np.float64(167772687.0), np.float64(1089055676.0), np.float64(6.0), np.float64(128.0), np.float64(49190.0), np.float64(5228.0), np.float64(16.0), np.float64(64240.0), np.float64(0.0), np.float64(0.0)), 0)",1
"((np.float64(1101088686332.0), np.float64(132129495154555.0), np.float64(2048.0), np.float64(2211115825.0), np.float64(3758096636.0), np.float64(17.0), np.float64(1.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(58850.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(3627733509.0), np.float64(168298626.0), np.float64(6.0), np.float64(54.0), np.float64(443.0), np.float64(44976.0), np.float64(24.0), np.float64(397.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(1370985279.0), np.float64(17.0), np.float64(64.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(49539.0), np.float64(54126.0)), 1)",1
"((np.float64(56294136414211.0), np.float64(132129495164089.0), np.float64(34525.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(61582.0), np.float64(5355.0)), 0)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(398500538.0), np.float64(168298674.0), np.float64(6.0), np.float64(54.0), np.float64(443.0), np.float64(46878.0), np.float64(16.0), np.float64(687.0), np.float64(0.0), np.float64(0.0)), 1)",1
"((np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(168298626.0), np.float64(3488738480.0), np.float64(6.0), np.float64(64.0), np.float64(43510.0), np.float64(80.0), np.float64(16.0), np.float64(2998.0), np.float64(0.0), np.float64(0.0)), 1)",1
